MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolArea,MiscVal,SaleType,SaleCondition
0.0,0.25,0.20459175134933955,0.2805466249576918,0.0,0.0,0.0,0.18181818181818182,0.4,0.75,0.6000000000000001,0.3333333333333333,0.5147058823529411,0.13114754098360656,1.0,0.0,0.5,0.2,0.0,0.9226464353039774,0.3333333333333334,0.25,0.0,0.6666666666666667,0.0,0.39999999999999997,0.35938434601905417,0.5934781774585193,0.24291332275737948,1.0,0.5,1.0,1.0,0.4875145687035196,0.0,0.42924131503465945,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.3333333333333334,0.41666666666666674,1.0,0.0,0.25,0.11214953271028039,0.0,0.5,0.5447202844265141,0.5,0.5,1.0,0.0,0.6723293845092958,0.0,0.0,0.0,0.0,0.6666666666666666,0.25
0.5833333333333333,0.75,0.3077383407727195,0.4063229617139741,0.3333333333333333,1.0,0.25,0.7272727272727273,0.4,0.75,1.0,0.7777777777777777,0.5661764705882353,0.9344262295081968,0.0,0.0,0.8,0.2,0.3333333333333333,0.0,0.3333333333333334,1.0,0.6666666666666667,0.6666666666666667,0.0,0.0,0.0,0.6140586502632497,0.21961118745406533,1.0,0.25,1.0,1.0,0.3498803396030928,0.9203777735907614,0.5331092311249801,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.6666666666666667,0.41666666666666674,1.0,0.6666666666666666,0.25,0.7009345794392524,0.0,0.5,0.35693284860542207,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.75
0.75,0.75,0.30750370427268153,0.3470453891587695,0.0,0.3333333333333333,0.0,0.4090909090909091,0.2,0.75,0.6000000000000001,0.4444444444444445,0.0,0.01639344262295082,0.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.3333333333333334,1.0,0.6666666666666667,0.6666666666666667,0.0,0.7999999999999998,0.3840918103576996,0.6588245095849724,0.2841506784841458,1.0,1.0,1.0,1.0,0.48379045680337707,0.0,0.4257874122301315,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.3333333333333334,0.3333333333333334,1.0,0.0,0.75,0.26629753376752857,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.5354210018845579,0.0,0.0,0.0,0.0,1.0,1.0
0.6666666666666666,0.75,0.3077383407727195,0.36286644933718737,0.3333333333333333,0.3333333333333333,0.0,0.5909090909090909,0.4,0.75,0.8,0.6666666666666665,0.11029411764705882,0.26229508196721313,0.0,0.0,0.6000000000000001,0.5,0.6666666666666666,0.8505628724089225,0.3333333333333334,1.0,0.6666666666666667,0.6666666666666667,0.0,0.0,0.0,0.4288698052879065,0.1280371329687202,1.0,0.75,1.0,1.0,0.35964012365666226,0.9133161734985219,0.5248453038188154,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.6666666666666667,0.41666666666666674,1.0,0.3333333333333333,0.75,0.14018691588785048,1.0,0.5,0.3510999464906601,0.5,0.5,1.0,0.738563316813426,0.5074731907406773,0.0,0.0,0.0,0.0,0.6666666666666666,0.75
0.75,0.75,0.30750370427268153,0.38986003232856525,0.0,0.3333333333333333,0.5,0.36363636363636365,0.4,0.75,0.6000000000000001,0.3333333333333333,0.27941176470588236,0.639344262295082,0.0,0.0,0.6000000000000001,0.5,0.3333333333333333,0.0,0.3333333333333334,0.5,0.3333333333333334,0.6666666666666667,0.0,0.7999999999999998,0.5133909895103576,0.2750707081796255,0.23429578418292307,1.0,0.75,1.0,1.0,0.3838491176988364,0.0,0.3341579351309818,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.3333333333333334,0.16666666666666669,1.0,0.0,0.25,0.1869158878504673,0.0,0.5,0.4804572537403627,0.5,0.5,1.0,0.8371023155760778,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0
0.75,0.75,0.3077383407727195,0.41821372074024743,0.3333333333333333,0.3333333333333333,0.0,0.36363636363636365,0.4,0.75,0.6000000000000001,0.4444444444444445,0.375,0.8524590163934427,1.0,0.0,0.7000000000000001,0.7000000000000001,0.6666666666666666,0.855401977155243,0.3333333333333334,0.5,0.3333333333333334,0.6666666666666667,0.0,0.39999999999999997,0.6206532789195685,0.29882860574917086,0.29687134005481236,1.0,0.25,1.0,1.0,0.5062064758411633,0.0,0.4466206461893103,0.3333333333333333,0.3333333333333333,0.0,0.375,0.3333333333333333,0.3333333333333334,0.3333333333333334,1.0,0.0,0.75,0.47663551401869164,0.5,0.5,0.44965065302925844,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.28352338779411373,0.34063174241327476,0.0,0.3333333333333333,0.0,0.8181818181818182,0.4,0.75,1.0,0.6666666666666665,0.0,0.01639344262295082,0.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.6666666666666667,1.0,0.6666666666666667,1.0,0.0,0.0,0.0,0.6056068990972945,0.21505593343944351,1.0,1.0,1.0,1.0,0.342888986671859,0.9288708997501335,0.5466200804219676,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.6666666666666667,0.3333333333333334,1.0,0.0,0.75,0.0,0.5,0.5,0.506119138909608,0.5,0.5,1.0,0.0,0.6148350395106629,0.0,0.0,0.0,0.0,1.0,1.0
0.16666666666666666,0.75,0.258477511370835,0.37800415392298947,0.0,0.3333333333333333,0.0,0.13636363636363635,0.8,0.0,0.6000000000000001,0.3333333333333333,0.2647058823529412,0.6065573770491803,0.0,0.0,0.6000000000000001,0.5,0.6666666666666666,0.8453616637260991,0.3333333333333334,0.5,0.3333333333333334,0.6666666666666667,0.6666666666666667,0.7999999999999998,0.5794586841570033,0.28464627051656527,0.25339021589212063,0.5,0.5,0.0,1.0,0.42467140476044724,0.0,0.3713403330158993,0.3333333333333333,0.3333333333333333,0.0,0.375,0.3333333333333333,0.3333333333333334,0.3333333333333334,1.0,0.0,0.25,0.33644859813084116,0.0,0.5,0.4804572537403627,0.5,0.5,1.0,0.0,0.8951584036996876,0.0,0.0,0.0,0.0,0.6666666666666666,0.75
0.75,0.75,0.3305343547671877,0.4149550739568424,0.3333333333333333,0.3333333333333333,0.0,0.8181818181818182,0.8,0.75,0.6000000000000001,0.7777777777777777,0.014705882352941176,0.04918032786885246,0.0,0.0,1.0,1.0,0.6666666666666666,0.7372400988938084,0.6666666666666667,1.0,0.6666666666666667,0.6666666666666667,0.0,1.0,0.1751343677627182,0.8526468113124624,0.3658543459688055,1.0,1.0,1.0,1.0,0.6117772258912357,0.0,0.546170376306653,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.6666666666666667,0.41666666666666674,1.0,0.3333333333333333,0.75,0.01869158878504673,0.5,0.75,0.6430692743929891,0.5,0.5,1.0,0.7858945402947143,0.7308494919232327,0.0,0.0,0.0,0.0,0.6666666666666666,0.75
0.41666666666666663,0.25,0.3741179555118947,0.3492654994114641,0.0,0.3333333333333333,0.25,0.0,0.0,0.75,0.2,0.4444444444444445,0.6470588235294118,0.04918032786885246,0.0,0.0,0.9,0.9,0.3333333333333333,0.0,0.3333333333333334,0.5,0.3333333333333334,0.6666666666666667,0.0,0.0,0.0,0.6144398567129548,0.21981745659298868,0.5,0.5,0.0,0.3333333333333333,0.43924153125212206,0.890151139970201,0.5331092311249801,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.0,0.41666666666666674,1.0,0.0,0.75,0.26629753376752857,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.75
0.6666666666666666,0.75,0.30750370427268153,0.42945139060868565,0.3333333333333333,0.3333333333333333,0.0,0.2727272727272727,0.4,0.75,0.8,0.4444444444444445,0.3382352941176471,0.18032786885245902,0.0,0.0,0.6000000000000001,0.5,0.3333333333333333,0.0,0.3333333333333334,0.5,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.7999999999999998,0.4883673366836863,0.18619788722925118,0.16053884665655568,1.0,1.0,1.0,1.0,0.5848168197955272,0.0,0.5205194442173862,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.3333333333333334,0.3333333333333334,0.25,0.3333333333333333,0.75,0.11214953271028039,0.5,0.5,0.41413354340807923,0.5,0.5,1.0,0.8782933797153442,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.75
1.0,0.75,0.3483405659504856,0.3844265103083129,0.3333333333333333,0.3333333333333333,0.0,1.0,0.4,0.75,1.0,0.6666666666666665,0.09558823529411764,0.21311475409836064,0.0,0.0,1.0,1.0,0.6666666666666666,0.9700166656935962,0.6666666666666667,1.0,0.6666666666666667,0.6666666666666667,0.0,0.0,0.0,0.7720255761546978,0.3108664994045055,1.0,1.0,1.0,1.0,0.5335385206291325,0.9539704164698719,0.6873741585132573,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.6666666666666667,0.41666666666666674,1.0,0.3333333333333333,0.75,0.12149532710280375,0.5,0.75,0.6840525068230292,0.5,0.5,1.0,0.839384085758537,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.75
0.9166666666666666,0.25,0.25332858558156174,0.342342306152452,0.0,0.3333333333333333,0.75,0.9545454545454546,0.4,1.0,0.6000000000000001,0.6666666666666665,0.029411764705882353,0.0819672131147541,0.0,0.0,1.0,1.0,1.0,0.8373699872258845,0.6666666666666667,1.0,0.6666666666666667,0.6666666666666667,0.6666666666666667,1.0,0.5641415686379344,0.5519775031810802,0.32787731037562257,1.0,1.0,1.0,1.0,0.5566834670171092,0.0,0.49392063336616765,0.3333333333333333,0.6666666666666666,0.0,0.25,0.3333333333333333,0.6666666666666667,0.3333333333333334,1.0,0.3333333333333333,0.75,0.03738317757009346,0.5,0.5,0.416944024679468,0.5,0.5,1.0,0.8223821834295504,0.5354210018845579,0.0,0.0,0.0,0.0,0.6666666666666666,0.75
1.0,0.75,0.3077383407727195,0.3391671979762729,0.0,0.3333333333333333,0.0,0.5909090909090909,0.4,0.75,1.0,0.5555555555555556,0.051470588235294115,0.13114754098360656,0.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.3333333333333334,1.0,0.6666666666666667,0.6666666666666667,0.0,0.0,0.0,0.6623498089707186,0.2462907658681274,1.0,1.0,1.0,1.0,0.41981548992754975,0.9224390536458764,0.5713582499766798,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.3333333333333334,0.41666666666666674,1.0,0.3333333333333333,0.75,0.06542056074766356,0.5,0.5,0.40213920755871335,0.5,0.5,1.0,0.738563316813426,0.6084364587161577,0.0,0.0,0.0,0.0,0.6666666666666666,0.0
0.6666666666666666,0.75,0.5071669019679519,0.5082548577665793,0.0,0.3333333333333333,0.25,0.36363636363636365,0.0,0.75,0.8,0.5555555555555556,0.34558823529411764,0.7868852459016394,0.0,0.0,0.2,0.1,0.6666666666666666,0.9166464429630669,0.3333333333333334,0.5,0.3333333333333334,0.6666666666666667,1.0,0.39999999999999997,0.5528051477592832,0.0,0.32859424581613544,1.0,0.5,1.0,1.0,0.5632559516809874,0.0,0.5001193609967625,0.3333333333333333,0.3333333333333333,0.0,0.375,0.3333333333333333,0.3333333333333334,0.3333333333333334,1.0,0.3333333333333333,0.75,0.16822429906542058,0.0,0.5,0.6809205127621274,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.75
1.0,0.75,0.30750370427268153,0.3469998199782207,0.0,0.3333333333333333,0.0,0.4545454545454546,0.4,0.75,1.0,0.5555555555555556,0.22058823529411764,0.49180327868852464,0.0,0.0,0.6000000000000001,0.5,0.6666666666666666,0.8270007554335661,0.3333333333333334,0.5,0.6666666666666667,0.6666666666666667,0.0,0.0,0.0,0.5570816746662753,0.18957588915540297,1.0,0.5,1.0,1.0,0.3944975239790763,0.9141176820356041,0.5439133030837988,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.3333333333333334,0.41666666666666674,1.0,0.3333333333333333,0.75,0.28037383177570097,0.0,0.5,0.4113186473431911,0.5,0.5,1.0,0.0,0.6148350395106629,0.0,1.0,0.0,0.0,0.6666666666666666,0.75
0.9166666666666666,0.75,0.10387165185318753,0.2623376541644282,0.3333333333333333,0.3333333333333333,0.0,0.9545454545454546,0.4,0.25,0.6000000000000001,0.5555555555555556,0.029411764705882353,0.0819672131147541,0.0,0.0,1.0,1.0,1.0,0.8304018695187387,0.6666666666666667,1.0,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.7999999999999998,0.6020619968031561,0.4409820719603784,0.31850636817408495,1.0,1.0,1.0,1.0,0.5420025400841826,0.0,0.48010795291573594,0.3333333333333333,0.6666666666666666,0.0,0.125,0.3333333333333333,0.6666666666666667,0.25,1.0,0.3333333333333333,0.75,0.03738317757009346,0.5,0.5,0.5128218954488261,0.5,0.5,1.0,0.8070393871036379,0.6512078466054054,0.0,0.0,0.0,0.0,0.6666666666666666,0.75
0.75,0.75,0.22681517217780028,0.44291196509496844,0.3333333333333333,0.3333333333333333,0.0,0.8636363636363636,0.4,0.75,0.6000000000000001,0.5555555555555556,0.13970588235294118,0.3278688524590164,0.0,0.0,0.6000000000000001,0.5,0.6666666666666666,0.7698748935532435,0.3333333333333334,0.5,0.6666666666666667,1.0,0.0,1.0,0.6170535049202158,0.20609241870484862,0.2826411067226939,1.0,0.75,1.0,1.0,0.4895294669089647,0.0,0.43111122061487217,0.3333333333333333,0.6666666666666666,0.0,0.25,0.3333333333333333,0.6666666666666667,0.25,1.0,0.3333333333333333,0.75,0.17757009345794394,0.0,0.5,0.46340085283840105,0.5,0.5,1.0,0.7676705327990762,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.75
0.75,0.75,0.43435481492301203,0.5318099505950851,0.0,1.0,0.0,0.4090909090909091,0.0,0.75,0.6000000000000001,0.4444444444444445,0.39705882352941174,0.9016393442622952,1.0,0.0,0.6000000000000001,0.5,0.3333333333333333,0.0,0.3333333333333334,0.5,0.3333333333333334,0.6666666666666667,0.0,0.0,0.0,0.6844494745589885,0.25886418756855895,1.0,1.0,1.0,0.6666666666666666,0.4357517862660954,0.0,0.38149067641267687,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.3333333333333334,0.16666666666666669,1.0,0.0,0.75,0.5046728971962617,0.5,0.5,0.4420465802929398,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.75
0.6666666666666666,0.75,0.30750370427268153,0.38986003232856525,0.0,0.3333333333333333,0.5,0.36363636363636365,0.4,0.75,0.8,0.4444444444444445,0.2647058823529412,0.04918032786885246,0.5,0.0,0.4,0.6000000000000001,0.6666666666666666,0.7830916654812748,0.3333333333333334,0.5,0.3333333333333334,0.6666666666666667,0.6666666666666667,0.7999999999999998,0.453663952698148,0.09582501309185291,0.12503669069746307,1.0,0.5,1.0,1.0,0.22356285830857858,0.8924405447291388,0.42229963937449133,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.3333333333333334,0.25,1.0,0.0,1.0,0.33644859813084116,0.0,0.25,0.27299639863097414,0.5,0.5,1.0,0.5959048136924028,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.75
0.75,0.75,0.30750370427268153,0.312199421276818,0.0,0.3333333333333333,0.0,0.36363636363636365,0.4,0.75,0.6000000000000001,0.4444444444444445,0.34558823529411764,0.09836065573770493,0.0,0.0,0.2,0.1,0.6666666666666666,0.7189269953656466,0.3333333333333334,0.5,0.3333333333333334,0.6666666666666667,0.0,0.39999999999999997,0.5313684793108087,0.4495749404782442,0.2631368835491417,1.0,1.0,1.0,1.0,0.4885234555892104,0.0,0.4301774966017118,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.3333333333333334,0.3333333333333334,1.0,0.0,0.75,0.43925233644859824,0.5,0.25,0.24636886177893916,0.5,0.5,1.0,0.0,0.440197828020426,0.0,0.0,0.0,0.0,0.6666666666666666,0.5
1.0,0.75,0.3948218899362081,0.3952919942595132,0.0,0.3333333333333333,0.0,0.5454545454545454,0.4,0.75,1.0,0.5555555555555556,0.25,0.19672131147540983,0.0,0.0,0.6000000000000001,0.5,0.3333333333333333,0.0,0.3333333333333334,0.5,0.3333333333333334,0.6666666666666667,0.0,0.7999999999999998,0.6126582769150086,0.4288698052879065,0.35684283935591304,1.0,0.5,1.0,1.0,0.6055924724138613,0.9538908739658486,0.7260893844087923,0.0,0.6666666666666666,0.5,0.5,0.3333333333333333,0.3333333333333334,0.5833333333333335,1.0,0.3333333333333333,0.75,0.31775700934579443,0.5,0.5,0.5128218954488261,0.5,0.5,1.0,0.6073924159689345,0.8675551501835205,0.0,0.0,0.0,0.0,0.6666666666666666,0.75
0.41666666666666663,0.75,0.20459175134933955,0.312199421276818,0.0,0.3333333333333333,0.25,0.18181818181818182,0.0,0.75,0.2,0.5555555555555556,0.6029411764705882,0.9344262295081968,0.0,0.0,0.4,0.30000000000000004,0.3333333333333333,0.0,0.3333333333333334,0.25,0.0,0.6666666666666667,0.0,0.19999999999999996,0.5390212725045421,0.0,0.1823606136911326,1.0,0.75,1.0,1.0,0.3842991393449278,0.8755459588849708,0.48118970343708556,0.0,0.6666666666666666,0.0,0.25,0.3333333333333333,0.3333333333333334,0.3333333333333334,0.75,0.0,0.75,0.7663551401869161,0.0,0.25,0.3554766987851636,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.75
0.75,0.75,0.31218246909645037,0.3641660671727478,0.0,0.0,0.25,0.4090909090909091,0.4,0.75,0.6000000000000001,0.5555555555555556,0.1764705882352941,0.4098360655737705,0.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.3333333333333334,1.0,0.3333333333333334,0.6666666666666667,0.0,0.7999999999999998,0.44836593424990784,0.5970266481626362,0.2773351635601983,1.0,0.5,1.0,1.0,0.46990762790805296,0.0,0.4129372039430601,0.0,0.3333333333333333,0.5,0.375,0.3333333333333333,0.3333333333333334,0.25,1.0,0.0,0.75,0.22429906542056077,0.0,0.5,0.416944024679468,0.5,0.5,1.0,0.7623792013296005,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.75
